Textos_espanol,sdg
"En el caso de las mujeres, el patron se invierte, ya que las mujeres actualmente casadas tienen las tasas de participacion mas bajas, ya que un buen porcentaje de ellas tienden a ser amas de casa en lugar de estar en el mercado laboral. Sin embargo, las mujeres viudas/divorciadas se ven obligadas a incorporarse a la fuerza laboral para sobrevivir y, por lo tanto, tienen las tasas mas altas de LFPR. La disminucion en las LFPR de las mujeres entre 1999-2000 y 2011-2012 fue la mas alta entre las mujeres actualmente casadas. Hay variaciones significativas en el patron de LFPR de las mujeres debido a cambios en la edad y el estado civil.",5
"Una de las areas de mayor potencial sin explotar en la fuerza laboral alemana son las madres inactivas y/o trabajadoras a tiempo parcial. Una mejor distribucion del trabajo no remunerado en el hogar, acompanada de politicas publicas coherentes, ayuda a las madres a mantener el vinculo con el mercado laboral y continuar con sus carreras. Las mujeres alemanas jovenes tienen una buena educacion en comparacion con los hombres alemanes jovenes: el 32,1% de las mujeres de 25 a 34 anos han completado la educacion terciaria, en comparacion con el 27,9% de sus pares masculinos (Capitulo 2).",5
"Por ejemplo, la brecha de genero en el empleo captura el estado de la participacion de la fuerza laboral de las mujeres en relacion con la de los hombres, lo que indica el alcance del acceso equitativo de genero al empleo. Como proporcion del empleo masculino, el empleo femenino en la region de Asia y el Pacifico ha oscilado entre el 62 y el 65 por ciento desde principios de la decada de 1990, lo que refleja el promedio mundial. Existen variaciones notables entre subregiones, con Asia del Norte y Central con poco mas de 90 mujeres empleadas por cada 100 hombres, y Asia Meridional y Sudoccidental con poco mas de 36 mujeres empleadas por cada 100 hombres.",5
"Por otro lado, algunos hombres pueden aceptar esta mayor posicion de la mujer en el hogar y disminuir la violencia de genero para mantenerla satisfecha en el matrimonio. Los elementos del recuadro del extremo izquierdo representan diferentes elementos del diseno del programa que pueden influir en su impacto, como el tamano, la frecuencia y la duracion de las transferencias, y los criterios de seleccion, incluidos los perfiles particulares de vulnerabilidad y pobreza de la poblacion beneficiaria y si las mujeres son o no receptoras explicitas de la transferencia. Nuestra hipotesis es que las vias o mecanismos causales especificos que entran en funcionamiento en cada caso pueden estar en funcion de: 1) las caracteristicas de diseno de la propia TC, y 2) como reacciona la pareja de la mujer ante la transferencia, y 3) el contexto del programa de TC, incluidos los factores contextuales subyacentes, como los regimenes de genero, las normas sociales y las leyes y politicas locales. En las secciones siguientes, explicamos versiones estilizadas de cada via, apoyandonos cuando es necesario en una base de pruebas mas amplia que la bibliografia sobre TC y VPI, y analizamos el grado en que los datos de la revision apoyan o refutan la via hipotetizada.",5
"?Se esta brindando al personal necesario capacitacion en profundidad sobre temas especificos de genero, como entrevistar a victimas de violencia sexual o reclutar mujeres de grupos minoritarios? aEURC/ A?Incluyen mujeres interesadas, como organizaciones de mujeres? aEURC/ De no ser asA, A?cA3mo podrAan involucrarse para apoyar las iniciativas de gA(c)nero? aEURC/",5
"Aunque menos comunes, las comisiones de genero permanentes e independientes y las comisiones de derechos humanos permanentes e independientes se utilizaron como instituciones de supervision en el 20-30% de los paises. En Canada, el Comite Permanente sobre la Condicion de la Mujer de la Camara de los Comunes, creado en 2004, tiene el mandato de supervisar la condicion de Mujeres Canada, el principal mecanismo nacional a nivel federal (ver Cuadro 3.7). Este comite de todos los partidos, compuesto por miembros masculinos y femeninos del parlamento y presidido por un miembro de la oposicion oficial, se enfoca en analizar una variedad de temas de importancia para las mujeres, escudrinar las decisiones gubernamentales y promover politicas.",5
"La mayor diferencia entre las LFPR de mujeres y hombres se encuentra en el grupo de edad de 25 a 34 anos (Tabla 6-1). La siguiente gran diferencia se encuentra en el grupo de edad de 45 a 54 anos, cuando las mujeres a menudo se dedican al cuidado de padres ancianos y nietos y comienzan a retirarse de la fuerza laboral. Para evaluar el impacto real del matrimonio y excluir el impacto de la edad y la asistencia a instituciones educativas, se calcularon los LFPR para aquellos en el grupo de edad de 25 a 44 anos de 25 a 44 anos. Actualmente, los hombres casados     no pueden permitirse permanecer fuera de la fuerza laboral. y por lo tanto tienen LFPR de alrededor del 99 por ciento en los tres anos (Tabla 6-2).",5
"El resultado podrAa ser el malestar social, la violencia sexual y el aumento de la trata de niA+-as y mujeres jA3venes. Desde hace tiempo se considera que un entorno legal y polAtico propicio es fundamental para mejorar los resultados econA3micos y sociales de las mujeres (OCDE, 2010a, Banco Mundial, 2011). Por ejemplo, Tunez introdujo cambios en su ley sobre el estatuto personal en 1993, estableciendo una edad minima para contraer matrimonio y asignando obligaciones mutuas a hombres y mujeres - el primer pais en introducir tales reformas en la region de Oriente Medio y Norte de Africa.",5
"Kanaiaupuni (2000) estudia si los determinantes de la migracion difieren por sexo, utilizando datos de Mexico-Estados Unidos. Ella encuentra que las mujeres altamente calificadas tienen mas probabilidades de migrar que los hombres altamente calificados o las mujeres con habilidades bajas y moderadas. Esto puede explicarse por la mayor discriminacion de genero que enfrentan las mujeres y las pocas recompensas ocupacionales en su pais de origen, por lo que se benefician mas que los hombres de migrar internacionalmente, ya sea que su nivel de capacitacion sea lo suficientemente alto como para permitirles satisfacer la demanda laboral. Recientemente, Baudasse y Bazillier (2012) sugieren que las motivaciones no salariales para la emigracion incluyen la igualdad de genero en el lugar de trabajo.",5
"La buena gobernanza permite un diseno e implementacion efectivos de las reformas de igualdad de genero y la materializacion de los objetivos de igualdad de genero, mientras que la implementacion de la igualdad de genero es un aspecto importante para apoyar las reformas de buena gobernanza a traves de una toma de decisiones equilibrada y mejores politicas y programas resultantes, incluso en el area de gobernancia. Si no hay canales para que el gobierno obtenga aportes estructurados de las organizaciones de la sociedad civil y la poblacion en general, tendria un impacto perjudicial en la capacidad de las organizaciones de mujeres para influir en las politicas publicas. Como tal, los objetivos de igualdad de genero no pueden lograrse sin el apoyo de politicas de buen gobierno, y las reformas de igualdad de genero refuerzan el buen gobierno en el contexto de la construccion de un estado estrategico.",5
"El Comite ha aplicado este principio al hecho de que los Estados Partes no prevengan ni protejan a las victimas de la violencia de genero, como la violacion, la violencia domestica, la mutilacion genital femenina y la trata de personas. Segun el Relator Especial, la impotencia de la victima y la finalidad del acto son los elementos mas decisivos para determinar si un acto equivale a tortura u otros tratos crueles, inhumanos o degradantes. El Relator Especial ha senalado ademas que, dada la especial vulnerabilidad de las mujeres con discapacidad, los abortos forzados y las esterilizaciones de estas mujeres, si son el resultado de un proceso legal en el que las decisiones son tomadas por sus ""tutores legales"" en contra de su voluntad, tambien pueden constituir tortura o malos tratos. La violencia en nombre del honor, la violencia y el acoso sexuales, asi como las practicas analogas a la esclavitud, a menudo de caracter sexual, la violencia domestica (en forma de violencia en la pareja), la mutilacion genital femenina y la trata de seres humanos tambien pueden constituir tortura por motivos de genero, u otros tratos crueles, inhumanos o degradantes, segun el Relator Especial (A/HRC/7/3).",5
"Sin embargo, las disparidades entre mujeres y hombres en Sudafrica siguen siendo altas: por cada 100 ninas matriculadas en educacion secundaria hay 158 ninos matriculados. Curiosamente, las brechas de genero en la participacion laboral persisten en todas las regiones, pero en diferentes grados: la participacion laboral masculina es 1,23 veces mayor que la femenina en la PEA, en comparacion con 3,61 en MENA. Esta persistencia en las brechas de genero atestigua la naturaleza global de la desigualdad de genero, independientemente de los niveles de ingresos o desarrollo: eliminar la discriminacion requiere compromisos y prioridades nacionales, y no puede resultar simplemente del PIB y el crecimiento economico. Estos valores solo incluyen los 94 paises de nuestra muestra que estan clasificados en la edicion de 2014 del SIGI y pertenecen a la muestra de Gallup Word Poll de 2014.",5
"Los gobiernos deben considerar la planificacion familiar de la misma manera que ven y priorizan otras inversiones en capital humano en educacion, participacion laboral y participacion politica. Esta es una forma mas de mejorar la posicion negociadora de las mujeres en la sociedad. De hecho, los programas de planificacion familiar y la disminucion de la fecundidad tienen su maximo impacto en las sociedades que estan realizando inversiones complementarias para aumentar la educacion femenina, ampliar las oportunidades del mercado laboral y experimentar cambios economicos que modifican fundamentalmente la relacion costo-beneficio de una alta fecundidad.",5
"Las cifras aqui presentadas incluyen el empleo a tiempo parcial y durante todo el ano. La desigualdad salarial de los hombres aumento un 17% de media, frente al 9% de las mujeres, es decir, 5 puntos de Gini para los hombres y 3 puntos para las mujeres. En algunos paises, como Australia y Noruega, la desigualdad salarial disminuyo en el caso de las mujeres y aumento en el de los hombres.",5
"De manera similar, las instituciones de genero en algunos paises en el espacio postsovietico y algunos en la region arabe tienden a ser vistas como organismos de arriba hacia abajo con una conexion limitada con los grupos de mujeres de base y consultas publicas poco frecuentes. Las capacidades efectivas de formulacion de politicas, capaces de tener en cuenta las necesidades de hombres y mujeres, son fundamentales en todos los sectores, desde la educacion y el empleo hasta el espiritu empresarial, la defensa y la vivienda. Esto requiere una solida recopilacion y difusion de datos y conocimientos apropiados sobre las disparidades de genero en todo el espectro de preocupaciones politicas, y proporcionar la evidencia necesaria para el desarrollo de politicas solidas que puedan ser transformadoras en las vidas de mujeres y hombres. Esas estrategias deben estar respaldadas por marcos institucionales apropiados con mecanismos claros de rendicion de cuentas en todas las instituciones gubernamentales.",5
"Autres facteurs determinantes ont character a l'infrastructure, l'acces au financement, la legislation du travail et des programs d'emploi rural. Al mismo tiempo, una mayor participacion de las mujeres en la fuerza laboral puede ser una fuente de crecimiento inclusivo y de bienestar. Evaluar los determinantes de la participacion de las mujeres en la fuerza laboral en la India puede ofrecer informacion importante sobre politicas para aumentar el crecimiento y el bienestar. En primer lugar, el documento describe las principales tendencias de empleo en la India por genero. Luego se identifican los determinantes potenciales de la participacion laboral femenina con base en la literatura, estadisticas basicas y tecnicas econometricas. Los factores sociales y culturales son importantes para mantener a las mujeres fuera de la fuerza laboral.",5
"La estrecha interaccion con modelos femeninos a seguir cuya propia posicion puede considerarse alcanzable puede ser particularmente importante para involucrar a las participantes femeninas en el deporte y desarrollar sus propias habilidades de liderazgo. Cuando se disenan especificamente, los programas basados   en el deporte pueden proporcionar un entorno seguro en el que las mujeres jovenes, en particular, pueden desarrollar una variedad de habilidades y experiencias a traves de la participacion en el entrenamiento, el arbitraje y una variedad de otros roles (Murray 2016). Dichos programas tambien pueden ser un contexto particularmente eficaz en el que las ninas y las mujeres pueden construir relaciones solidas y de apoyo mutuo (Kay 2009, Sarnie et al.",5
"La probabilidad de que los casos de violencia dentro o fuera de la pareja resulten en una condena es solo del 1 al 5 por ciento en todos los paises estudiados, excepto en Polonia, que tuvo una tasa de condena del 10 por ciento. En muchas jurisdicciones, los profesionales de la justicia penal en las diversas etapas del sistema de justicia penal actuan como guardianes, impidiendo que lo que consideran casos debiles pasen al siguiente nivel. Sin embargo, en algunos paises, este papel de guardian puede estar restringido por leyes o politicas, por ejemplo, politicas de enjuiciamiento obligatorio o favorable al arresto en casos de violencia contra la mujer.",5
"La programacion transformadora de genero, que involucra a hombres y mujeres, ha promovido el cambio al desafiar las normas de genero daninas para abordar la distribucion adversa del poder, los roles, las responsabilidades y los recursos entre hombres y mujeres en paises como Brasil, Egipto, Etiopia, India y Peru. El nucleo de la estrategia de Soul City es aprovechar la cultura popular y la comunicacion para lograr un cambio social. Utilizando la infraestructura de radiodifusion publica de Sudafrica, los programas comunican mensajes clave de salud publica y estimulan el dialogo y el debate.",5
"En una encuesta realizada en 2007, en todos los paises europeos, cuando se les pidio que calificaran si dedicaban demasiado tiempo, demasiado poco o la cantidad correcta de tiempo al trabajo remunerado, el contacto con la familia, otros contactos sociales y pasatiempos personales, las mujeres informaron menos satisfaccion con su asignacion de tiempo que los hombres. Estas diferencias en las percepciones de desequilibrio y estres pueden deberse al hecho de que las mujeres mantienen las responsabilidades generales del funcionamiento del hogar. Los datos se refieren a 2009 para Mexico, a 2005 para Irlanda, los Paises Bajos y el Reino Unido, a 2003 para Espana y Estados Unidos, a 2002 para Italia, a 2001 para Dinamarca y Alemania, a 2000 para Noruega, Eslovenia y Sudafrica. hasta 1998 para Francia, hasta 1992 para Austria y hasta 1991 para Israel. En general, las mujeres tienen redes mas grandes y multifaceticas que los hombres, informan tener mas amigos y brindan y reciben mas apoyo de los miembros de su red que los hombres.",5
"Un analisis descriptivo basico de datos involucra el calculo de medidas simples de composicion y la distribucion de variables por sexo, y para cada sexo, que facilitan comparaciones sencillas centradas en el genero entre diferentes grupos de poblacion. Dependiendo del tipo de datos, estas medidas pueden ser proporciones, tasas, razones o promedios, por ejemplo. Ademas, cuando sea necesario, como en el caso de las encuestas por muestreo, se pueden utilizar medidas de asociacion entre variables para decidir si las diferencias observadas entre mujeres y hombres son estadisticamente significativas o no. Los porcentajes, razones, tasas o promedios son la base para el calculo de los indicadores de genero.",5
"Un nuevo analisis de los mismos datos utilizando la medida de la proporcion encontro que los aumentos en la igualdad de genero en la educacion estaban asociados con niveles mas altos de crecimiento tanto para los paises ricos como para los pobres (Klasen, 1999). El trabajo se considera generalmente como un factor de produccion determinado, como la tierra y otros recursos naturales, mas que como un recurso que debe producirse a traves del esfuerzo humano. Gran parte de este trabajo de cuidado lo realizan mujeres, a menudo sin remuneracion. En los paises en desarrollo, donde el Estado o el mercado brindan servicios e infraestructura y tecnologias que reducirian la carga de ese trabajo, las mujeres dedican un tiempo considerable al cuidado de los ninos, la preparacion de alimentos, la recoleccion de lena y agua y el cuidado de las personas mayores y los enfermos. ademas de actividades economicas como la produccion de alimentos, la generacion de ingresos, el cultivo de cultivos comerciales, el cuidado del ganado y la jardineria domestica.",5
"La contribucion equitativa de hombres y mujeres desde la planificacion hasta la implementacion de los programas de consolidacion de la paz es una condicion previa para mejorar el impacto de las intervenciones locales e internacionales y hacer que la consolidacion de la paz sea cada vez mas justa y sostenible (Capitulos 2, 10 y 11). Los compromisos con la igualdad de genero son, por lo tanto, un requisito esencial para las actividades de consolidacion de la paz. Sin embargo, si bien uno o dos programas dedicados a la inclusion de mujeres u organizaciones de mujeres pueden mostrar una buena voluntad simbolica, no reemplazan un proceso verdaderamente participativo que aproveche las contribuciones de las mujeres constructoras de paz y responda y promueva la lucha de las mujeres. necesidades y experiencias especificas (capitulos 2 y 11). Deben analizarse, comprenderse y considerarse los requisitos individuales de grupos especificos, en particular de aquellos grupos que estan marginados en los procesos de consolidacion de la paz y, por lo tanto, se les impide determinar completamente su propio destino y hacer contribuciones positivas al futuro de su sociedad. Al ser uno de estos grupos, las mujeres han sido marginadas y ahora necesitan una inclusion proactiva.",5
"El informe del Secretario General, A/64/93, preparado en respuesta a esta resolucion, se presento a la Segunda Comision del sexagesimo cuarto periodo de sesiones de la Asamblea General en octubre de 2009 y constituye la base de la presente publicacion. La Convencion sobre la eliminacion de todas las formas de discriminacion contra la mujer exige a los Estados Partes que adopten todas las medidas apropiadas para eliminar la discriminacion contra la mujer y asegurar la realizacion practica del principio de la igualdad de la mujer y el hombre en las esferas politica, economica, social, cultural y de cualquier otra indole. Los Estados estan obligados no solo a abstenerse de incurrir en actos de discriminacion, sino tambien a eliminar la discriminacion contra la mujer por parte de cualquier persona, organizacion o empresa.",5
"Ademas, la obligacion de diligencia debida de los Estados de enjuiciar, castigar e indemnizar por las violaciones de derechos humanos cometidas por agentes no estatales tambien se ha convertido en una norma internacional bien reconocida. Los Estados deben garantizar que las mujeres victimas de violaciones de derechos humanos tienen acceso a medios inmediatos de reparacion y resarcimiento, que los autores son procesados y castigados, y que los mecanismos para ello son accesibles a las mujeres. La obligacion de proporcionar reparaciones adecuadas incluye garantizar el derecho de las mujeres a acceder a recursos tanto penales como civiles y el establecimiento de servicios efectivos de proteccion, apoyo y rehabilitacion para las supervivientes de la violencia.",5
"Como parlamentarios, promulgan leyes sobre seguridad y politica de control de armas. Como activistas de la sociedad civil, presionan a los gobiernos para que aumenten la seguridad y construyan la paz. Cuando esto sucede, es mas probable que se descarten las experiencias de las mujeres y que se descuiden sus necesidades, lo que, a la larga, puede facilitar y legitimar las violaciones de los derechos de las mujeres y la violencia contra las mujeres y puede socavar el desarrollo sostenible, la paz y la seguridad.",5
"De conformidad con sus obligaciones en virtud del articulo 18 de la CEDAW, Camboya, India, Pakistan y Tailandia han presentado informes al comite. Las observaciones finales del comite sobre estos paises brindan una vision general muy util del estado actual del juego con respecto a la violencia contra las mujeres y los derechos humanos de las mujeres en general. Estas observaciones se reproducen en la seccion 3.2.",5
"Considere, por ejemplo, las politicas de licencia por maternidad, paternidad y paternidad. Estas politicas pueden fomentar el disfrute igualitario de los derechos por parte de las parejas al permitir que ambos padres (a menudo madres y padres, pero tambien padres del mismo sexo) tomen tiempo libre remunerado o no remunerado para cuidar a un nino recien nacido o adoptado. Cuando esto sucede, fomentan una division mas equitativa de las responsabilidades de crianza de los hijos en la familia y brindan a las mujeres (o al cuidador principal en una familia del mismo sexo) mayores oportunidades para avanzar en su carrera.",5
"Cada ano se realizara una muestra aleatoria de auditorias de marcadores de genero para mejorar la precision (garantizando el equilibrio regional). Directrices para integrar el genero en las revisiones, valoraciones, evaluaciones y auditorias (aprovechando las herramientas existentes, como IRRF, marcador de genero, etc.) Las herramientas de rendicion de cuentas como el marcador de genero, los datos ROAR y los datos de paridad de genero informaran sus reuniones.",5
"Tambien se encuentra que la brecha se vuelve ligeramente mas sensible con la duracion del periodo de licencia (Figura 8). Deja de aumentar por periodos superiores a un ano, como tambien lo confirma el modelo lineal por partes. La explicacion de tal perfil podria deberse a que las mujeres que trabajan a tiempo completo fueron seleccionadas de un grupo con un mayor potencial de ingresos, cuyos ingresos caen bruscamente (y por debajo de los de los hombres) despues de un descanso laboral de un ano y mas.",5
"Mas especificamente, las instituciones sociales discriminatorias en los paises de origen pueden influir en la decision de emigrar de las mujeres de dos maneras. Por un lado, pueden ser un determinante adicional de la emigracion, derivado de la necesidad de las mujeres de escapar de la discriminacion especifica de genero. Por ejemplo, las mujeres pueden migrar para escapar de la violencia y el abuso sexual, las mujeres solteras, las viudas y las divorciadas pueden migrar para escapar del estigma social, o las ninas pueden migrar para escapar de las restricciones a su libertad, la presion para casarse o permanecer castas hasta el matrimonio (Jolly y Reeves, 2005). Hay evidencia del sudeste asiatico de mujeres que migran para escapar de matrimonios involuntarios (Lam y Hoang, 2010).",5
"El hecho de que las mujeres puedan o no ser independientes econA3micamente no sA3lo tiene una importancia intrAnseca, sino que tambiA(c)n puede tener efectos indirectos sobre la posiciA3n de la mujer en el hogar al reforzar sus opciones mA!s allA! del matrimonio y la maternidad (Gray, 1998, Sen, 1990). La posiciA3n de la mujer en tA(c)rminos de recursos socioeconA3micos afecta no sA3lo a su propio bienestar, sino tambiA(c)n al de su descendencia. En general, el hogar (con especial referencia a la pareja casada a la cabeza del hogar) es donde se toman muchas decisiones importantes relacionadas con la posiciA3n de la mujer (Klasen, 1998, p. 437). Por este motivo, el tercer A!mbito considerado es la posiciA3n conyugal de la mujer.",5
"Sin embargo, una de las principales preocupaciones es que gran parte del plan aun no se ha aplicado y que, aunque sobre el papel las mujeres parecen ser iguales a los hombres, en la practica persiste la desigualdad. Las mujeres necesitan formacion para poder desempenar bien los puestos que ocupan y marcar la diferencia. Las mujeres tambien siguen siendo discriminadas; por ejemplo, aunque estan presentes en el ejercito y sirven junto a los hombres, sufren abusos y malos tratos (Kagumire 2010). Ademas, a pesar de su presencia en las instituciones formales de gobierno, al igual que en Ruanda, siguen estando infrarrepresentadas en las negociaciones formales de paz (Binder et al.",5
"Cuando empezo, se fijo un objetivo: ""Demostrar a los concejales varones y a los demas que podia hacerlo"". Durante el estudio de Gender Links, At the Coalface: El genero en el gobierno local, afirmo que tiene mas confianza en si misma gracias al apoyo que le ha prestado el Grupo Multipartidista de Mujeres (MWC) y a un proyecto unico de capacitacion en el que participo, el proyecto piloto Genero, Gobierno Local y Comunicaciones, emprendido con Gender Links y la Universidad de Witwatersrand de octubre de 2004 a mayo de 2005. Tambien he aprendido mas sobre la formulacion y aplicacion de politicas y los procesos que intervienen en su elaboracion.",5
"Produce evidencia y crea una base para la participacion publica. Como parte del compromiso civico y la promocion, la investigacion de politicas de vanguardia debe llevarse a cabo de forma continua y acumulativa. La falta de confianza es solo un subproducto del sistema social que disminuye la ambicion de liderazgo politico de las mujeres. Parte de la movilizacion civica en torno a esta cuestion seria disenar apoyos, especialmente para mujeres jovenes y sobre todo centrandose en producir calidad.",5
"Ademas, hasta hace poco, la edad de jubilacion de las mujeres era mas baja que la de los hombres en muchos sistemas de pensiones de la OCDE. La reforma de las pensiones significa que se preve que la edad de jubilacion en el futuro sea la misma para hombres y mujeres en todos los paises de la OCDE, excepto en Chile, Polonia, Israel y Suiza (OCDE, 2015). PensionesaEUR incluyen pensiones pAoblicas, pensiones privadas, prestaciones de supervivencia y prestaciones por invalidez. La brecha de genero en las pensiones se calcula solo para personas de 65 anos o mas.",5
"El hacinamiento, la pobreza y el desempleo tambien impactan en los derechos mencionados e inciden directamente en el nivel de violencia y abuso sexual en los hogares y comunidades. Ademas, la proteccion insuficiente para las victimas de la violencia domestica, incluidos hogares de acogida, asistencia legal e informacion insuficientes para las mujeres sobre sus derechos, tiene un impacto en el nivel de violencia domestica y la falta de vivienda de las mujeres. En consecuencia, los Estados deben abordar todos estos temas como cuestiones de los derechos de las mujeres a la propiedad, la tierra, la vivienda, la vida, la seguridad personal, la igualdad de genero y el estar libre de violencia y discriminacion.",5
"Las cifras correspondientes de la encuesta alemana son, respectivamente, 22% y 34%. El capital social externo (Recuadro 28.1) puede ser fundamental para financiar ciertos tipos de innovacion, pero el menor acceso de las mujeres empresarias a estas fuentes puede afectar su capacidad de innovacion. Un creciente cuerpo de investigacion demuestra el papel fundamental que desempenan las redes sociales en la financiacion y el exito de empresas de alto crecimiento (Stuart y Sorenson, 2010). En consecuencia, cuando las empresarias buscan capital de otras mujeres, es mas probable que tengan exito (Becker-Blease y Sohl, 2007), mientras que las industrias de capital de riesgo y angel aun estan dominadas por hombres (Recuadro 28.1).",5
"Gran parte de la formacion en habilidades para la vida se ha centrado en el desarrollo de aptitudes psicologicas de proteccion, habilidades de comunicacion y conocimientos para evitar riesgos. El programa se diseno para ninas solteras de entre 12 y 18 anos, con especial atencion a las que no asistian a la escuela y trabajaban. Involucro a los padres en el desarrollo del programa y a los profesores para dirigir las clases. En muchos paAses, el UNFPA apoya programas para trabajar con niA+-os, adolescentes y jA3venes varones sobre sexualidad, vida familiar y educaciA3n sobre aptitudes para la vida, a fin de cuestionar los estereotipos actuales sobre la masculinidad, el comportamiento masculino de riesgo (especialmente el comportamiento sexual) y promover su comprensiA3n y apoyo de los derechos de la mujer y la igualdad de gA(c)nero.",5
"Tras este exito inicial y la demanda demostrada, Stargate busca inversores para un nuevo fondo, Trapezia EIS II, con un objetivo de 10 millones de libras esterlinas. Sin embargo, menos del 2,5 % de un total de 3500 millones de euros de financiacion de capital de riesgo en el Reino Unido y Europa se destina a empresas con una directora ejecutiva mujer"". Reconocer una oportunidad de mercado increible en el segmento desatendido de mujeres empresarias , Gita Patel, una ejecutiva financiera dinamica y experimentada, creo el fondo Trapezia EIS.",5
"Se cubren cuatro areas principales: politica y gobierno, el poder judicial, el servicio civil y el sector privado. Los organismos de estadistica de muchos paises no recopilan ni difunden de forma rutinaria datos sobre las mujeres en el poder y la toma de decisiones, y pocas organizaciones internacionales o regionales compilan esas estadisticas. La informacion mas facilmente disponible sobre la toma de decisiones es el numero y la proporcion de mujeres en los parlamentos nacionales y los puestos electivos clave, recopilada bajo los auspicios de la Union Interparlamentaria y supervisada en el marco de los Objetivos de Desarrollo del Milenio (ODM). La base de datos de la Comision Europea sobre mujeres y hombres en la toma de decisiones brinda una imagen regional completa de las mujeres y los hombres en los puestos mas altos.5 La base de datos de estadisticas de genero de la Comision Economica para Europa de las Naciones Unidas (CEPE) y el Fondo de Desarrollo de las Naciones Unidas. s (UNIFEM) bienal El Progreso de las Mujeres en el Mundo proporciono estadisticas adicionales sobre algunos de los temas tratados en el capitulo. Las estadisticas y analisis sobre algunos de estos temas se basan en gran parte en fuentes disponibles de organizaciones privadas o no gubernamentales. Por lo tanto, la presentacion y el analisis de estos temas son relativamente limitados.",5
"La evidencia sugiere que la representacion de las mujeres entre los clientes de estos servicios es muy baja. A nivel nacional, una serie de ""centros de modernizacion industrial"", programas de ""mise a niveau"", centros de tecnologia e innovacion, etc., se dirigen a empresas de los sectores manufactureros que han estado en funcionamiento durante al menos dos anos. anos, tienen un numero minimo de empleados (quizas 10 o mas) o estan trabajando en sectores de alta tecnologia. La gran mayoria de las empresas propiedad de mujeres no cumplen estos criterios. En ese momento, los gobiernos de Argelia, Marruecos y Tunez crearon Programas de Jovenes Emprendedores para brindar capacitacion inicial, asesoramiento, asistencia en la preparacion de planes de negocios, incubacion y capital semilla para graduados de institutos tecnicos y universidades desempleados.",5
"Esto hace que sea dificil realizar el tipo de inversiones a largo plazo en capacidades humanas que caracterizan a los regimenes de crecimiento altruista. Vemos esta presion manifestada en la Figura 2-1C, donde Australia, Canada y los Estados Unidos se clasifican como paises con un espiritu solidario debil y el Reino Unido esta por debajo de la linea de tendencia. Por lo tanto, podriamos esperar, al menos para las mujeres fuera de las clases altas que no pueden permitirse compensar la ausencia del Estado y/o de los hombres en la reproduccion social, que la participacion femenina en la fuerza laboral se asocie con tensiones en la produccion de capacidades humanas.",5
"Estas disparidades relacionadas con el genero siguen siendo significativas incluso cuando se controlan otras diferencias entre empresas fundadas por hombres y mujeres. Muestra que en los Estados Unidos (como en todos los paises europeos) las diferencias de genero en los resultados de la innovacion tienden a desaparecer cuando se consideran formas de innovacion menos intensivas en capital e investigacion. Las unicas diferencias significativas entre las empresas fundadas por hombres y mujeres se relacionan con el gasto en diseno, software y bases de datos. Ejemplo de medias para empresas en las que todos los propietarios eran hombres en la fecha de inicio (fundadas por hombres) y en las que todos los propietarios eran mujeres (fundadas por mujeres).",5
"La Ley Agraria de Mexico de 1971 otorgo a las mujeres los mismos derechos sobre la tierra que a los hombres y, en consecuencia, se les otorgo voz y voto en los organos de toma de decisiones nacionales. Disponible en www.fao.org/gender/landrights/report/en/ (consultado el 23 de julio de 2013). En Zambia, el borrador de la politica nacional de gestion y administracion de la tierra busca implementar al menos el 30 por ciento de la propiedad de la tierra para las mujeres.",5
"Y aunque la participacion de las mujeres en el mercado laboral esta aumentando entre las cohortes mas jovenes, los largos periodos de adquisicion seguiran limitando el acceso de las mujeres a los beneficios de jubilacion durante algun tiempo si no existen instrumentos adecuados para compensar los periodos de tiempo dedicados al trabajo no remunerado. Esto fue comun en las reformas estructurales de pensiones en America Latina (Dion 2008). En Argentina, luego de que se aumentaran a 30 anos los requisitos contributivos para obtener una pension, las tasas de cobertura de la poblacion adulta mayor (de 65 anos y mas) descendieron del 86 al 73 por ciento para los hombres y del 73 al 65 por ciento para las mujeres entre 1994 y 2004 (Rofmann et al.",5
"Se trata de un avance positivo. Sin embargo, es poco probable que los organismos encargados de hacer cumplir la ley apliquen rigurosamente estos derechos -y, en particular, los derechos de las mujeres-, ya que las instituciones y el personal que deben salvaguardar los derechos humanos son, en realidad, muy difAciles de cambiar, especialmente en sociedades tradicionales en las que las mujeres no han disfrutado previamente de igualdad social y polAtica (capAtulo 3). Las mujeres toman conciencia de sus derechos politicos y de las responsabilidades que pueden y deben asumir en situaciones de posconflicto (Capitulo 3). Las constituciones y leyes de posguerra deberAan, por tanto, prever la igualdad formal de gA(c)nero y el fundamento jurAdico para garantizar el derecho y el deber de la mujer a participar en la vida polAtica de la sociedad. Los pasos modestos y a veces simbolicos que se den para aumentar el acceso y la participacion de las mujeres deben traducirse en papeles mas significativos y visibles en la toma de decisiones.",5
"El estudio argumenta: 'Los programas de desarrollo de capacidades para mujeres son buenos, pero tambien es importante que los hombres obtengan educacion sobre la importancia de las mujeres en la politica. Excluir a los hombres de estos programas educativos nunca conducira a un cambio completo, ya que las actitudes masculinas contribuyen al problema' (Dar voz a los sin voz). Ademas, sus maridos trabajan en su nombre (Vissandjee et al.",5
